"id","original_title","popularity","video","adult","imdb_id","backdrop_path","belongs_to_collection","budget","homepage","original_language","overview","poster_path","release_date","revenue","runtime","status","tagline","title","vote_average","vote_count"
37834,Knight and Day,67.442,false,false,tt1013743,/523DJjPPgq5fKOni2B8Ly4hTrUE.jpg,,117000000,http://www.knightanddaymovie.com,en,"A fugitive couple goes on a glamorous and sometimes deadly adventure where nothing and no one – even themselves – are what they seem. Amid shifting alliances and unexpected betrayals, they race across the globe, with their survival ultimately hinging on the battle of truth vs. trust.",/a7JmOBMNj5erYTgt4u1mQgvHItu.jpg,"2010-06-15",261930431,109,Released,Every Hit Man Deserves a Second Shot!,Knight and Day,,
37211,Scooby-Doo! and the Reluctant Werewolf,50.328,false,false,tt0189072,/yB32nYB9WfXye681xtx3t3aQ6AD.jpg,,0,null,en,"Shaggy is turned into a werewolf, and it`s up to Scooby, Scrappy and Shaggy`s girlfriend to help him win a race against other monsters, and become human again.",/cXUQuHnNBxFSZAmYfogMfrcvMk7.jpg,"1988-11-13",0,91,Released,null,Scooby-Doo! and the Reluctant Werewolf,,
36557,Casino Royale,62.017,false,false,tt0381061,/kjC48HRQpojr3FHx5pZF7Ro9xFg.jpg,,150000000,https://www.mgm.com/movies/casino-royale-2006,en,"Le Chiffre, a banker to the world`s terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",/ta2BX3THwYXytWuVVozaT0NsMM8.jpg,"2006-11-14",599045960,144,Released,Everyone has a past. Every legend has a beginning.,Casino Royale,,
37686,Super 8,84.586,false,false,tt1650062,/qdoBaE4nFcSOIrS3TPUCJ1t8xOh.jpg,,50000000,http://www.super8-movie.com/,en,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.",/sytFL6ALMAesKZoarlp7bIDKnns.jpg,"2011-06-08",260095986,112,Released,It Arrives.,Super 8,,
37786,Sex and the City 2,72.143,false,false,tt1261945,/gPqqEBBpSl7E4Fz8uMBqoBLxcTP.jpg,,100000000,http://www.sexandthecitymovie.com/,en,"Carrie, Charlotte, and Miranda are all married now, but they`re still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",/ttBzEfvd3wzCjAMvaIRLwiXp9X1.jpg,"2010-05-26",290745055,146,Released,Carrie on.,Sex and the City 2,,
37735,Easy A,55.573,false,false,tt1282140,/5uSmHqbJrGDPm0JgT4pP4dgnuYM.jpg,,8000000,http://www.sonypictures.com/movies/easya,en,"Olive, an average high school student, sees her below-the-radar existence turn around overnight once she decides to use the school`s gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned, including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush, Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.",/v5f1qO6NJnxWgONgkYg21TW39DT.jpg,"2010-09-16",75026327,93,Released,A comedy about a good girl a small favor and a big rumor,Easy A,,
38234,Undisputed III: Redemption,193.566,false,false,tt1156466,/tOfAkOf7TrAPuz4kKG5Fvq1seCd.jpg,,3000000,null,en,"Russian inmate Boyka, now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was, he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair, matching the best fighters from prisons around the globe, enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.",/g8KB77SPA7SyU8eid6TAEpt9skU.jpg,"2010-05-22",0,96,Released,One deadly tournament. Last fight for freedom.,Undisputed III: Redemption,,
38408,Life As We Know It,55.292,false,false,tt1055292,/gfIARgK82GxXnPeBvAXDVBCzw61.jpg,,38000000,null,en,"After a distastrous first date for caterer Holly and network sports director Messer, all they have is common is a dislike for each other and their love for their goddaughter Sophie. But when they suddenly become all Sophie has in this world, Holly and Messer must set their differences aside. Juggling careers and social calendars, they`ll have to find common ground while living under the same roof.",/zLzS2aOqKsS0QvEaY6SfBw4VBqh.jpg,"2010-10-02",105734416,114,Released,A comedy about taking it one step at a time.,Life As We Know It,,
37724,Skyfall,89.835,false,false,tt1074638,/hoQhlAskVNgLQhArnH7reWP4pUp.jpg,,200000000,https://www.mgm.com/movies/skyfall,en,"When Bond`s latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",/iANstMt9B4unvLMLLOWnBnZIt9b.jpg,"2012-10-25",1108561013,143,Released,Think on your sins.,Skyfall,,
24021,The Twilight Saga: Eclipse,200.503,false,false,tt1325004,/yiWfT2Bl1Nul3Xie39Ahs3FqSjA.jpg,,68000000,http://eclipsethemovie.com,en,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg,"2010-06-23",698491347,124,Released,It all begins... with a choice.,The Twilight Saga: Eclipse,,
37710,The Tourist,65.249,false,false,tt1243957,/l4VBa7OTmVQ41LtMlYIwMwTUkQl.jpg,,100000000,http://thetourist-movie.com/,en,"American tourist Frank meets mysterious British woman Elsie on the train to Venice. Romance seems to bud, but there`s more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle.",/54TV2S0BN3kyxqhPZgOsYGngPrf.jpg,"2010-12-08",278731369,103,Released,It all started when he met a woman.,The Tourist,,
38365,Grown Ups,125.783,false,false,tt1375670,/kEpK8oY9UfzOrKXPyfZ6NMea2EH.jpg,,80000000,http://www.grownups-movie.com/,en,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,"2010-06-24",271430189,102,Released,Boys will be boys. . . some longer than others.,Grown Ups,,
38594,ドラゴンボール オッス!帰ってきた孫悟空と仲間たち!!,50.209,false,false,tt1317478,/uIbhHNUPx8KhbP6xSebvmnbm7G2.jpg,,0,null,ja,"A 35-minute Dragon Ball animated short film that premiered at the Jump Super Anime Tour in September 2008. It is the first animated Dragon Ball feature in twelve years, following the tenth anniversary film The Path to Power.",/f0tBLECAYhOmzJmQmpfoFH8Syyp.jpg,"2008-09-21",0,35,Released,null,Dragon Ball: Yo! Son Goku and His Friends Return!!,,
39102,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,73.261,false,false,tt0142244,/cyQK5IzMXDUS8o84HYbSIFQt1Vy.jpg,,0,null,ja,A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,/1lmwZTsqwTtvd3m60pyQfhGM2Ut.jpg,"1991-03-19",0,52,Released,null,Dragon Ball Z: Lord Slug,,
38575,The Karate Kid,145.906,false,false,tt1155076,/pttjdO239dLB1CuuL4VqOosyvHc.jpg,,40000000,http://www.karatekid-themovie.com/,en,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother`s latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre`s feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",/tAMQREOoztvluqrfHiGHFVfB04B.jpg,"2010-06-10",359126022,140,Released,A Challenge He Never Imagined. A Teacher He Never Expected.,The Karate Kid,,
27581,The Other Guys,62.672,false,false,tt1386588,/nHyri67CN6juBR6hmOefCn9oGf8.jpg,,100000000,http://www.theotherguys-movie.com/,en,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.",/wNEHNqo3MgHmj3BUiPSqqq5czcm.jpg,"2010-08-06",170432927,107,Released,When the cops are busy... Our only hope is...,The Other Guys,,
39107,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,73.817,false,false,tt0142236,/m3GqDIJo3U1pjcBCbHadFYbrOMX.jpg,,0,null,ja,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",/7AHvaEAeQfkfJ4OqcBePxa2ao09.jpg,"1995-03-04",0,55,Released,null,Dragon Ball Z: Fusion Reborn,,
39106,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,120.989,false,false,tt0142234,/1I8QhrrHKaxGE3e0f2S75kqrxd9.jpg,,0,null,ja,"Jaga Bada, Mr. Satan`s old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada`s scientist have found a way to resurrect Broly, the legendary Super Saiyan.",/zndqKR7TTDVWMgD0CSqARVugXoP.jpg,"1994-07-09",0,50,Released,null,Dragon Ball Z: Bio-Broly,,
39104,ドラゴンボールＺ 極限バトル！三大超サイヤ人,101.814,false,false,tt0142241,/9jwbtsEdRTe8LE7WAtTAMEU0UpM.jpg,,0,null,ja,"Dr. Gero`s Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him.",/uVJqC187rKxQ1sJsWlKjNfAzeTk.jpg,"1992-07-11",18554927,46,Released,null,Dragon Ball Z: Super Android 13!,,
38700,Bad Boys for Life,88.821,false,false,tt1502397,/3N316jUSdhvPyYTW29G4v9ebbcS.jpg,,90000000,https://www.badboysforlife.movie/,en,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,"2020-01-15",426505244,124,Released,Ride together. Die together.,Bad Boys for Life,,
39254,Real Steel,169.47,false,false,tt0433035,/4f0Kj0QwPui5ydu1UavsnvP1m1o.jpg,,110000000,http://www.steelgetsreal.com/,en,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,"2011-09-28",299268508,127,Released,"If you get one shot, make it real.",Real Steel,,
41154,Men in Black 3,80.997,false,false,tt1409024,/44mAbdjGrJJQ4hzkKx2Z2EsninZ.jpg,,225000000,http://www.sonypictures.com/movies/meninblack3/,en,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K`s life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",/90DdoEStzeObs96fsYf4GG544iN.jpg,"2012-05-23",624026776,106,Released,They are back... in time.,Men in Black 3,,
39108,ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,79.085,false,false,tt0142243,/Ktn3lkVHlaLpymvp7cCIPdb65g.jpg,,0,null,ja,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,/gd3argrGcs6mEHYPmnVHrP11sCG.jpg,"1995-07-15",0,51,Released,null,Dragon Ball Z: Wrath of the Dragon,,
39105,ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,90.099,false,false,tt0142238,/k5ypSoY4Ze0Gfi8zkijhr6lV3yx.jpg,,0,null,ja,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",/iihTK9Af8G1ZzBjkIIAV4qQMkzF.jpg,"1993-07-10",0,51,Released,null,Dragon Ball Z: Bojack Unbound,,
44251,ドラゴンボールＺ 危険なふたり！超戦士はねむれない,128.69,false,false,tt0142239,/kbI9M2m45SSwi3t5ztygAlKxUql.jpg,,0,null,ja,"A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",/4CkArpSqySpBQH95Oqr94ktU6rU.jpg,"1994-03-12",0,48,Released,Broly Is Back!,Dragon Ball Z: Broly – Second Coming,,
41630,No Strings Attached,90.422,false,false,tt1411238,/kyGNUkb7LAeCk0E5mpxvOrUwusC.jpg,,25000000,http://www.nostringsattachedmovie.com/,en,"Emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend Adam a relationship with one rule: No strings attached. But when a fling becomes a thing, can sex friends stay best friends?",/9C09L1U9S13J4Ut029Qhu0oLcTQ.jpg,"2011-01-21",149228077,107,Released,Friendship has its benefits.,No Strings Attached,,
45243,The Hangover Part II,111.137,false,false,tt1411697,/zzcBf3kVmhJTANaFCJXiltsy64o.jpg,,80000000,http://hangoverpart2.warnerbros.com/,en,"The Hangover crew heads to Thailand for Stu`s wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",/7sGkjqorTHkaHTz8Q4WWHj8JL9t.jpg,"2011-05-25",586764305,102,Released,The Wolfpack Is Back,The Hangover Part II,,
49013,Cars 2,98.872,false,false,tt1216475,/jrlq8lWxB3OKjKwJ0kCjtg5fIII.jpg,,200000000,http://www.disney.go.com/cars/,en,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,"2011-06-11",559852396,106,Released,Ka-ciao!,Cars 2,,
44263,全城戒備,81.367,false,false,tt1691832,/6ZIqjdxdrrd7SjDqm2nzXpmewT6.jpg,,0,null,cn,"Sunny is a naïve circus performer who dreams of inheriting his father`s knife-throwing skills. However, his hostile colleagues continue to bully him, relegating him to a lowly clown. On a tour to Malaysia, Cheung and other performers discover a cave occupied by the Japanese army during World War II. Instead of finding treasure, the performers - including Sunny - are sprayed with a mysterious chemical that turns them into superhuman mutants...",/zJGglhvEbjMQAhVc4lzMHTeUyav.jpg,"2010-08-11",0,110,Released,null,City Under Siege,,
39323,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,53.311,false,false,tt0142245,/gt2bAEykImRbsDLxjr5yts62aoq.jpg,,0,null,ja,"Bardock, Son Goku`s father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza`s impending massacre.",/yCjp8HJ4XANcB0FxoOztq9cF1pS.jpg,"1990-10-17",0,48,Released,null,Dragon Ball Z: Bardock - The Father of Goku,,
47933,Independence Day: Resurgence,57.557,false,false,tt1628841,/ou70x2658dVnbycIRaC37sEeafS.jpg,,165000000,http://www.warof1996.com,en,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",/jzpvh0Ic7jL9GX4NLE1Tx2GUCrN.jpg,"2016-06-22",389681935,120,Released,We had twenty years to prepare. So did they.,Independence Day: Resurgence,,
45682,Xun zhao Cheng Long,119.804,false,false,tt1478291,null,,0,http://ent.sina.com.cn/f/m/lookingforjackie/index.shtml,zh,"Jackie Chan is the undefeated Kung Fu Master who dishes out the action in traditional Jackie Chan style. When a young boy sets out to learn how to fight from the Master himself, he not only witnesses some spectacular fights, but learns some important life lessons along the way.",/ds8xP7319zuPMa09kxzkIPBsHVL.jpg,"2009-07-03",0,85,Released,null,Jackie Chan Kung Fu Master,,
47964,A Good Day to Die Hard,73.064,false,false,tt1606378,/wFUkS5cnMf3I8ysIPWzIXpTsuR7.jpg,,92000000,http://www.diehardmovie.com/,en,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.",/qLxuRRNqGt5x4dFRYoG5O9mbEwW.jpg,"2013-02-06",304654182,98,Released,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,,
49021,Killer Elite,50.842,false,false,tt1448755,/vY3JxJp260Ypwebk4bS22OjrXHN.jpg,,66000000,null,en,"Based on a shocking true story, Killer Elite pits two of the world’s most elite operatives—Danny, an ex-special ops agent and Hunter, his longtime mentor—against the cunning leader of a secret military society. Covering the globe from Australia to Paris, London and the Middle East, Danny and Hunter are plunged into a highly dangerous game of cat and mouse—where the predators become the prey.",/7O2U0WPFPSvNSUYZlhbnV081lBF.jpg,"2011-09-22",57777106,116,Released,May the best man live.,Killer Elite,,
47971,xXx: Return of Xander Cage,62.158,false,false,tt1293847,/7KAXYsemH14agl4ohhNeIxwWXhj.jpg,,85000000,null,en,"Extreme athlete turned government operative Xander Cage comes out of self-imposed exile, thought to be long dead, and is set on a collision course with deadly alpha warrior Xiang and his team in a race to recover a sinister and seemingly unstoppable weapon known as Pandora`s Box. Recruiting an all-new group of thrill-seeking cohorts, Xander finds himself enmeshed in a deadly conspiracy that points to collusion at the highest levels of world governments.",/hba8zREJpP1AYhaXgb2oJLQeO0K.jpg,"2017-01-13",346147658,107,Released,"There are no more patriots, just rebels and tyrants.",xXx: Return of Xander Cage,,
48340,Sanctum,72.95,false,false,tt0881320,/Bj1V9TObjgbKc4qZRvnNESgKmc.jpg,,30000000,http://www.sanctummovie.com/,en,"Master diver Frank McGuire (Richard Roxburgh) has explored the South Pacific`s Esa-ala Caves for months.  But when his exit is cut off in a flash flood, Frank`s team—including 17-year-old son Josh (Rhys Wakefield) and financier Carl Hurley (Ioan Gruffudd)—are forced to radically alter plans.  With dwindling supplies, the crew must navigate an underwater labyrinth to make it out.  Soon, they are confronted with the unavoidable question: Can they survive, or will they be trapped forever?",/zRUNv1CbeVtmTCNr6RLHnxV2QYm.jpg,"2011-02-03",108609310,108,Released,The only way out is down.,Sanctum,,
49051,The Hobbit: An Unexpected Journey,124.088,false,false,tt0903624,/gioXMobK8vbD6bcTsjKYKfgacNt.jpg,,250000000,http://www.thehobbit.com/,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,"2012-11-26",1021103568,169,Released,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,,
633802,Приворот. Чёрное венчание,344.456,false,false,tt12057168,/o2OSpKzXuB1edCDyVC2MXAxXwyJ.jpg,,0,null,ru,Terror strikes when a heartbroken woman uses black magic to get her husband back.,/2AbGdSGlU6CpiV3lswHUgE5CdAA.jpg,"2021-02-11",515596,90,Released,Until Death Tears Them Apart,Dark Spell,,
49519,The Croods,94.202,false,false,tt0481499,/bNgqt819qpHcszjCzLCG5y16ldF.jpg,,135000000,http://www.thecroodsmovie.com/,en,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg,"2013-03-15",587204668,98,Released,Meet the first modern family.,The Croods,,
49529,John Carter,129.651,false,false,tt0401729,/ubNevniKd5NYo60DqYIQ29T0uyB.jpg,,250000000,http://movies.disney.com/john-carter,en,"John Carter is a war-weary, former military captain who`s inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It`s a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",/7GSSyUUgUEXm1rhmiPGSRuKoqnK.jpg,"2012-03-07",284139100,132,Released,"Lost in our world, found in another.",John Carter,,
49521,Man of Steel,104.874,false,false,tt0770828,/69EFgWWPFWbRNHmQgYdSnyJ94Ge.jpg,,225000000,http://www.manofsteel.com/,en,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",/8GFtkImmK0K1VaUChR0n9O61CFU.jpg,"2013-06-12",754045518,143,Released,You will believe that a man can fly.,Man of Steel,,
48138,Unknown,75.546,false,false,tt1401152,/f2d419xzKDbtVpToJorTxlKMvgQ.jpg,,30000000,http://unknownmovie.warnerbros.com/,en,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.",/aXBQD515okXQZmYA89ntXMvSJSd.jpg,"2011-02-16",130786397,113,Released,Take Back Your Life,Unknown,,
49530,In Time,135.161,false,false,tt1637688,/kx2YVkcsnTnmF9XGTAj2NqEcHFG.jpg,,40000000,http://www.intimemovie.com/,en,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as `time keepers`.",/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg,"2011-10-27",173930596,109,Released,Time Is Power,In Time,,
49849,Cowboys & Aliens,73.538,false,false,tt0409847,/hwkhL81vsCSjf3ARs6DGpMIZe8n.jpg,,163000000,http://www.cowboysandaliensmovie.com/,en,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",/9uZsGCP4rvOHVGCpMpYq5gNCuNI.jpg,"2011-07-29",174822325,119,Released,First Contact. Last Stand.,Cowboys & Aliens,,
50410,Spider-Man: The Venom Saga,141.956,true,false,null,null,,0,null,en,"A space-shuttle crash-landing puts the famous web-slinger Spider-Man in contact with a living alien substance that bonds to his suit and enhances his super-powers. Unfortunately, the alien substance begins to change him and he feels the pull of evil, so discards the suit. The evil attaches itself to another host leading to an epic confrontation between good and evil.",/ilmsQLtthtcD8EU1k25cp0xFQ9a.jpg,"1994-06-07",0,95,Released,null,Spider-Man: The Venom Saga,,
50619,The Twilight Saga: Breaking Dawn - Part 1,106.82,false,false,tt1324999,/exH0qO1tzG2a6LHeyzaWI2gZvfi.jpg,,110000000,http://www.breakingdawn-themovie.com/,en,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,/dSSzv6JrlwS48pBeTNSswLJXOYF.jpg,"2011-11-16",712171856,117,Released,Forever is just the beginning,The Twilight Saga: Breaking Dawn - Part 1,,
51767,Sexual Matrix,56.448,false,false,tt0224086,null,,0,null,en,"A professor designing a machine designed to meet the naughtiest fantasies. In order to perfect the discovery, he performed tests on various subjects, aided by his very appealing assistant.",/vmhBIPKyYCWlp2PrIIc6EXZlP9Z.jpg,"2000-04-01",0,79,Released,null,Sexual Matrix,,
50253,聖闘士星矢 天界編 序奏 ~overture~,91.666,false,false,tt0805605,/afMyocyc9QHdksy5EAJW6Mm2rt4.jpg,,0,null,ja,"After the bloody battle against Hades, the goddess Athena and her saints are still recovering when they find themselves face to face with their newest and most formidable foe: the dreadful moon goddess Artemis. Artemis replaces Athena as the earth guardian deity and takes over the Sanctuary, turning Athena`s Saints into her servants.  Upon invading the Sanctuary, the Bronze Saints learn that Athena was banished by Artemis and decide to fight the moon goddess in order to rescue their true goddess and free the Earth from Artemis`s ominous control.",/gUEqAmR99OmyEPXb7wJpKtEIwLy.jpg,"2004-02-14",0,83,Released,null,Saint Seiya Heaven Chapter: Overture,,
51876,Limitless,79.915,false,false,tt1219289,/vQGo5VjJcHxpzIa8lMBFzpAth1w.jpg,,27000000,http://www.iamrogue.com/limitless/fullsite/,en,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",/un0a2U7KLjMH77N6EhqYh7ZOlVx.jpg,"2011-03-08",161849455,105,Released,What if a pill could make you rich and powerful?,Limitless,,
50723,劇場版 NARUTO -ナルト- 疾風伝 ザ・ロストタワー,124.34,false,false,tt1703048,/msg5qdBIOceHaNNQfwF4Esa0UVD.jpg,,0,http://www.tv-tokyo.co.jp/anime/naruto/movie10/index.html,ja,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade`s goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",/6e2YvN1tQK4xQHlmy7GJTuXOt2u.jpg,"2010-07-31",0,85,Released,null,Naruto Shippuden the Movie: The Lost Tower,,
72331,Abraham Lincoln: Vampire Hunter,135.478,false,false,tt1611224,/yUrJTqCUKvfu0FWXm4xFJyZwGMG.jpg,,69000000,null,en,"President Lincoln`s mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",/5dTZylzoBV9qsrub9vYLAZrNkX3.jpg,"2012-06-20",116471580,94,Released,Are you a patriot or a vampire?,Abraham Lincoln: Vampire Hunter,,
58857,十三人の刺客,67.479,false,false,tt1436045,/wi8pmuxWN80AoDNnetNwwgZVbGg.jpg,,6000000,http://www.13assassins.com/,ja,A bravado period action film set at the end of Japan`s feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,/1rebehNueIwCUNGBTdsIGASbnf2.jpg,"2010-09-09",17555141,141,Released,Take up your sword.,"13 Assassins",,
